EP01 IN
EP01：何これ何これ　|　这是什么这是什么
EP04：確認したかしてないかは全く違う　|　是否真正确认过是完全不同的
EP04：やってない人はそういうこと言えるんだ　|　没做的人才能说得出这种话
EP04：サファイアの産地を探すと決めたのは瑠璃だろう　|　决定要找蓝宝石产地的是琉璃你吧
EP04：ひどい　困ってる友達に　手伝いもしないで　|　太过分了 对于陷入困境的朋友 连帮忙都不肯
EP04：私にも自分の研究があるからな　|　我也有我自己的研究啊
EP04：まあ　頑張れ　|　加油吧
EP04：瑠璃　帰りにどっかに…　|　琉璃 回去路上要不要去…
EP04：何　慌ててんだよ　|　你怎么这么慌张
EP04：明日の準備　|　准备明天的事
EP04：明日って？　|　明天的事？
EP04：川に行くの　|　去河边
EP04：川って？　|　河边？
EP04：じゃあね　|　再见
EP04：あいつ　つきあい悪くなったよな　|　那家伙不怎么跟我们一起了啊
EP04：すーなくらいっ　すーなくらいっ　|　区区沙子 区区沙子
EP04：ひとりで採って　これるから　|　自己去采 也没问题
EP04：この辺か　|　就这里吧
EP04：よーし　|　好
EP04：まずは細くて小さい川から　|　先从细小的河开始
EP04：黒い磁鉄鉱が入ってる　|　有黑色磁铁矿混在里面
EP04：大丈夫そう　|　看起来没问题
EP04：さて　|　接着
EP04：こっちの広い川も採っちゃおう　|　这个宽阔的河也采点吧
EP04：簡単　簡単　|　简单 简单
EP04：これくらい１人でも余裕だもんね　|　这种程度一个人也能轻松应对
EP04：あれ　|　咦
EP04：ルーペ　ルーペ　|　放大镜 放大镜
EP04：買っちゃったもんね　マイルーペ　|　我可买了属于我的放大镜哦
EP04：六角形の結晶　|　六角形的结晶
EP04：今まででいちばん大きいサファイアだ　|　目前为止最大颗的蓝宝石
EP04：産地　ここだったりして　|　产地 会不会就是这里
EP04：ここで産地見つけたら　もう…　|　如果在这里找到了产地 那就…
EP04：もう　砂を見なくていいんだ　|　那就不用再看沙子了
EP04：よし　|　好
EP04：それで急いで帰ってきて　そのままここまで来たの　|　所以你才急着回来 然后到这里来了吗
EP04：だって　青い石見つけたから　|　因为发现了蓝色的石头
EP04：このチョークの粉みたいな部分か　|　这个像粉笔粉末的部分吗
EP04：これだけでは断定しづらいが　何か銅の鉱物だな　|　光凭这个还不好断定 但应该是某种铜的矿物
EP04：銅？　|　铜？
EP04：確かに　この青緑は銅っぽいね　|　确实 这个蓝绿色很像铜呢
EP04：サファイアは　|　蓝宝石呢
EP04：サファイアの組成に銅は関係ないよ　|　蓝宝石的组成和铜没关系哦
EP04：でもさ　でも　青緑の石って珍しくない　|　但是 可是 蓝绿色的石头不是很少见吗
EP04：珍しいよね　ねっ　|　少见的吧 对吧
EP04：緑青ってわかるか　|　你知道铜绿吗
EP04：銅像がさびて青緑色になる　あの類いだ　|　铜像生锈变成蓝绿色 类似那种
EP04：銅の鉱物もいろいろあって　|　铜的矿物也有很多种
EP04：これを追ってもおもしろいんだが　|　追踪这个也会很有意思
EP04：今はサファイアが先だな　|　不过现在蓝宝石优先
EP04：結局　無駄な苦労か　|　结果 是徒劳吗
EP04：大きいサファイアを見つけようと少し焦ったか　|　想要找到大颗的蓝宝石 有些太着急了吧
EP04：まあ　そうすぐに楽しようと思わないことだ　|　还是不要想着能那么轻松
EP04：大丈夫　|　没事吧
EP04：愚痴くらいなら聞くよ　|　可以跟我抱怨哦
EP04：凪さんがさ　|　凪姐啊
EP04：自分がああしたら楽　こうしたら楽って言うくせに　|　自己总说那样做比较轻松 这样做比较轻松
EP04：私が楽しようとすると全然させてくれない　|　但我想轻松的时候 却完全不允许
EP04：私が勝手するのが気に入らないから　意地悪してるに違いない　|　一定是看不惯我擅自行动 故意刁难我
EP04：荒砥先輩がそんなことするかな　|　荒砥学姐会做这种事吗
EP04：真面目な伊万里さんにはわかんないか　|　正经的伊万里姐是不会懂的
EP04：凪さんと何が違うのかな　|　我和凪姐哪里不一样呢
EP04：どっちも楽しようって言ってるのに　|　明明我们都是想轻松点
EP04：それって　余分な仕事だけを減らす荒砥先輩と　|　这个嘛 只会减少多余工作的荒砥学姐
EP04：必要な仕事まで減らす瑠璃ちゃん　|　和连必要工作都想减少的琉璃
EP04：先輩のは効率化　|　学姐的是效率化
EP04：瑠璃ちゃんのは…　|　琉璃你的是…
EP04：手抜き？　|　偷懒？
EP04：はいはい　|　好好
EP04：凪さんは頭いいからね　|　凪姐很聪明
EP04：ばかな私は効率化なんて絶対無理だよ　|　我这个笨蛋根本不可能搞效率化啦
EP04：相手を理解しようとする　|　尝试去理解对方
EP04：大事なのはそれだけだよ　|　重要的只有这点
EP04：頭のよさは関係ない　|　和聪不聪明没关系
EP04：砂の観察を効率化したいんだったら　|　如果你想让观察沙子更有效率
EP04：砂のことを理解してみたらどうかな？　|　尝试去理解沙子如何？
EP04：砂を理解するって？　|　理解沙子？
EP04：わかんないけど　|　我不懂啦
EP04：私の研究は砂見ないし　|　我的研究又不看沙子
EP04：偉そうなこと言ってて　それ？　|　说得那么高高在上 结果就这？
EP04：砂を理解する？　|　理解沙子？
EP04：私がわかるのは　水晶　黄鉄鉱　磁鉄鉱にサファイア　|　我能分辨的是 水晶 黄铁矿 磁铁矿和蓝宝石
EP04：あと砂金もわかるかも　|　还有砂金应该也能认
EP04：それ以外は　全然わかんない　|　除此之外 完全搞不懂
EP04：一度に見る砂の量を変えてみる　|　试试改变每次观察的沙子量
EP04：増やすか　減らすか　|　增加或者减少
EP04：いや　全部見るのは変わらない　|　不 最后都要全部看完
EP04：なんとかしてこの砂を減らさないと　楽には　|　只有想办法减少沙子 否则轻松不了
EP04：やだ　なんか付いちゃった　|　讨厌 沾上东西了
EP04：伊万里さん　|　伊万里姐
EP04：それ貸して　|　这个借我一下
EP04：減った　|　减少了
EP04：砂の量が減らせた　|　沙子的量减少了
EP04：おめでとう　|　恭喜
EP04：砂を理解するって言ったでしょ　|　你不是说了要理解沙子吗
EP04：だから砂ってどんな石で出来てるか考えたら　|　所以我就思考沙子是由什么石头组成的
EP04：磁石から取れない　|　从磁铁上取不下来
EP04：ちょっと持ってて　|　稍等一下
EP04：これでOK　|　这样就行了
EP04：これだけ減らせた　|　减少了这么多
EP04：これが効率化だよ　|　这就是效率化
EP04：これが効率化なんだ　|　这就是效率化啊
EP04：効率化…　|　效率化…
EP04：何かしてたのか　|　你们在干什么呢
EP04：あのさ　磁鉄鉱って磁石にくっつくでしょ　|　那个 磁铁矿会吸在磁铁上对吧
EP04：だからくっつけて取り除いたら　見る砂が減って　|　所以把它吸出来 需要看的沙子就少了
EP04：楽できるかなって　|　这样就能轻松一点
EP04：瑠璃が考えたのか　|　是琉璃想到的吗
EP04：いい考えだ　よく思いついたな　|　好主意 能想到真不错
EP04：でもさ　ちょっとしか減ってないし　大したことないよ　|　不过嘛 其实只减少了一点 也没什么大不了啦
EP04：いや　何度もやる作業では大きな差だ　|　不 对于重复操作的工作来说区别可大了
EP04：この方法は毎回続けよう　|　这个方法以后就一直用吧
EP04：効率化　|　效率化
EP04：効率化　|　效率化
EP04：今日はもうこんなもんでいいかな　|　今天就到此为止吧
EP04：少し待っててくれ　送ってくよ　|　稍等一下 我送你回去
EP04：はーい　|　好
EP04：伊万里さんのほうはどう　|　伊万里姐那边怎么样了
EP04：進んでるよ　|　进展顺利哦
EP04：これ　新しく採ってきた標本　|　这个 是我新采集的标本
EP04：透明なのは蛍石だよね　|　透明的是萤石对吧
EP04：この標本は特別だよ　|　这个标本很特别
EP04：ここに注目　|　注意看这里
EP04：蛍石の表面が溶けてるの　わかる　|　能看到萤石表面有溶化吗
EP04：これは地下水の影響だと思う　|　我想这是地下水的影响
EP04：でも　隣の小さいの見て　|　不过 再看旁边那个小颗的
EP04：溶けてないね　|　没有溶化
EP04：この標本の示す矛盾が　鉱山への理解を深めてくれるはず　|　这个标本所表现出的矛盾 应该能加深对矿山的理解
EP04：どっちも蛍石なら　同じくらい溶けてないとおかしいよね　|　如果两个都是萤石 溶化程度应该差不多才对吧
EP04：つまり　|　也就是说
EP04：溶けてないのは違う石？　|　没溶化的是不同的石头？
EP04：そう　|　是的
EP04：蛍石より溶けにくい　灰重石だと思う　|　比萤石更难溶的 应该是白钨矿
EP04：灰重石は　レアメタル　タングステンの鉱物　|　白钨矿是稀有金属钨的矿物
EP04：採掘当時は砲弾や鋼材の原料として超重要だったから　|　开采时作为炮弹或钢材的原料 极其重要
EP04：そこから記録を探せるかもしれないって思ったけど　|　我本来觉得说不定能从这方面找到记录
EP04：まだまだ大変そうかな　|　不过挺不容易呢
EP04：そう　楽しそうに見えるけど　|　是吗 我看你挺享受的
EP04：楽しいよ　|　确实挺享受的
EP04：前は実物を見ても　わからないしか言えなかった私が　|　以前就算看到实物 我也只能说不懂
EP04：自分で調べて　新しいものが見えてきて　|　自己调查后 见识了新东西
EP04：わかるよって　少しずつ言えるようになってきたんだもん　|　现在已经慢慢开始懂了
EP04：研究も進んでるんだ　|　研究也有进展啊
EP04：うん　|　嗯
EP04：さっき　瑠璃ちゃんに偉そうに言っちゃったけど　|　刚刚对琉璃说得有点高高在上
EP04：私もこの研究始めてから気が付いたんだよね　|　但其实我也是开始这个研究后才意识到的
EP04：本の中身を知りたければ　|　如果想要读懂书中的内容
EP04：その前に言葉を理解する必要があるように　|　就必须先理解文字的意思
EP04：石の中にある自然や歴史を知りたいなら　|　同样 如果想知道石头中蕴含的自然和历史
EP04：まず　石のことを理解する必要があるってわかった　|　就必须先理解石头本身
EP04：石の読み方が理解できれば　その文脈もたどることができる　|　如果能理解阅读石头的方法 就能追溯其中的脉络
EP04：たぶんそれが「自分の目で見る」ってことなのかな　|　或许这就叫「用自己的眼睛去看」吧
EP04：そうか　|　原来如此
EP04：お待たせ　瑠璃　|　久等了 琉璃
EP04：行こうか　|　我们走吧
EP04：凪さん　ごめん　|　凪姐 抱歉
EP04：やっぱもうちょっとやってく　|　我还是想再多做一点
EP04：また川？　|　又去河边？
EP04：川　|　河边
EP04：瑠璃ちゃん　すっかり手慣れたね　|　琉璃 你已经完全熟练了啊
EP04：そう　|　是吗
EP04：#解读沙石
EP04：#起点
EP04：#蓝宝石是非常有名的宝石，作为矿物的名称是刚玉。构成刚玉的元素是氧和铝，并不包含特别稀少的元素。漂亮的蓝宝石只在国外产，但如果不看质量，日本也有几处产地。
EP04：#大分县的木浦矿山曾经是日本商业开采刚玉的唯一矿山。但木浦矿山开采的基本不具有宝石质量，仅用于工业。
EP04：#刚玉具有仅次于金刚石的硬度，并具有很高的耐火性和磨耗性，因而被用于研磨剂、耐火砖和路面防滑等。身边的一个例子是指甲护理用的砂纸指甲锉，其主要成分就是刚玉。「emery（刚玉砂）」是以刚玉为主要成分的岩石名称。
EP04：#完全不一样
EP04：#水晶这些引人注目的石头有着各自的名字。那么，随处可见的所谓「普通的石头」被叫作什么呢？
EP04：#石头根据成因可以分为两种岩石。一种是岩浆冷凝形成的「火成岩」，另一种是土沙等在水中沉积固结形成的「沉积岩」。「普通的石头」一般是这两种。
EP04：#在岩浆冷却形成火成岩的过程中，有可能会在内部生长宝石。土沙堆积形成沉积岩的过程中，有可能会将混入的东西作为化石保留下来。
EP04：#即使是普通的石头，也会经历不普通的过程，具有不普通的可能性。
EP04：#不存在「普通的石头」
EP04：#蓝宝石[氧化铝] 杂质 铁 钛
EP04：#校内 回家
EP04：#原子序数74 W（钨） 与碳合成的碳化钨（WC）是代表性的高硬度合金。
EP04：#图书记录卡片
EP04：#自己的课题记录 河水水质调查 下流地点A~C已调查完成 标本采集 采集完成！
EP04：#待办清单 外观记录 手感·石头种类 与已采集矿渣的区别 萤石 无色·白色？ 有重量感 磁铁矿？黑色部分 能看见石英但没有光泽 白钨矿·黄铁矿…？
EP04：#关于矿山 去当地博物馆和地域资料馆收集资料 预计6.13
EP04：#关东矿山史
EP04：#看得见的世界、看不见的世界
EP04 OUT

EP05 IN
EP05：今この石調べてるの　|　你正在调查这块石头吗
EP05：そうだ　|　是啊
EP05：きれいな鉱物が入ってたり　|　是因为里面有漂亮的矿石
EP05：調べたら宝石の産地に行けたりするの　|　还是调查完能去宝石产地呢
EP05：そういうのはないな　|　都不是
EP05：普通の石灰岩だよ　|　这只是普通的石灰岩
EP05：ただの石ってこと　|　只是普通的石头吗
EP05：これにも意味があるんだよ　|　但也有一定意义哦
EP05：初心者には難しい話　|　又说些初学者难懂的话
EP05：ねっ　伊万里さん　|　对吧 伊万里姐
EP05：同意を求められても困るな　|　就算征求我的同意 我也很为难啊
EP05：だってサファイアとか蛍石とか　|　毕竟还是找蓝宝石 萤石之类的
EP05：探すならきれいなほうが楽しいじゃん　|　比较漂亮的石头更有趣嘛
EP05：先輩には先輩の考え方があるんだからいいんじゃない　|　学姐有自己的想法不也挺好的吗
EP05：凪さんの考えてることね　|　凪姐的想法啊
EP05：もう　知りたいところだけ書いてない　|　真是的 唯独我想知道的没写
EP05：なんで　わざと　|　为什么 故意的吗
EP05：いや　もし…　|　不 如果…
EP05：ねえ　２人とも頑張り過ぎじゃない　|　喂 你们俩是不是太拼了
EP05：たまには休みも必要だと思うんだよね　|　我觉得偶尔也需要休息哦
EP05：それなら　海に瑪瑙拾いにでも行くか　|　那我们去海边捡玛瑙吧
EP05：きれいなのに人いないね　|　这么漂亮却没什么人
EP05：海水浴場じゃないからな　|　毕竟不是海水浴场
EP05：ここで採れるの　|　这里能采到玛瑙吗
EP05：そうだ　|　是的
EP05：引き潮のときだけ現れる秘密の採集場所だよ　|　这是只有在退潮时才会出现的秘密采集点
EP05：秘密って言葉好き　|　我喜欢秘密这个词
EP05：めっちゃ採れそう　|　感觉能采到很多呢
EP05：全部川から流れてきた石　|　这些全是河流冲过来的石头吗
EP05：ここの石は海底の岩体が元だろう　|　这里的石头原本是海底的岩体吧
EP05：それが波や地震で壊され打ち上げられる　|　被海浪或地震震碎后才冲上岸
EP05：それで瑪瑙ってどういう石　|　那玛瑙到底是什么样的石头
EP05：しま模様だ　見たらわかると思う　|　是条纹花纹的 看了你就知道了
EP05：よーし　採るぞ　|　好 开采
EP05：冷たくて気持ちいい　|　凉凉的好舒服
EP05：伊万里さん　もう休んでるの　|　伊万里姐 就开始休息了吗
EP05：お姉さん　インドア派だからさ　|　因为姐姐我是室内派的嘛
EP05：瑠璃ちゃんは元気だね　|　琉璃真是干劲十足呢
EP05：当たり前だよ　|　那当然了
EP05：顕微鏡で砂を見るのと比べたら　|　和用显微镜看沙子相比
EP05：こんな大きい石見るなんて楽すぎる　|　观察这么大的石头太轻松了
EP05：なるほど　|　原来如此
EP05：瑪瑙どこだ　|　玛瑙在哪里呢
EP05：しましま　しましま　しましま　|　条纹条纹 条纹条纹
EP05：しましまないな　|　没找到有条纹的啊
EP05：見つけたか　|　找到了吗
EP05：ううん　まだ　|　还没有
EP05：ほら　これだ　|　看 就是这个
EP05：あったの　|　找到了吗
EP05：すごい　しましまだ　|　好厉害 真的有条纹
EP05：しかも赤い　|　而且还是红色的
EP05：水晶と同じ組成の鉱物だよ　|　是和水晶成分相同的矿物
EP05：こんなしましまなのに　|　明明有这么多的条纹
EP05：しま模様は瑪瑙の出来方を知ると理解できる　|　了解其形成过程就能明白条纹成因了
EP05：まず岩の内部に熱水が流れ込む　|　先是热水渗入岩石内部空间
EP05：その後二酸化ケイ素が沈殿し　|　之后随着二氧化硅沉淀
EP05：無数の微細な結晶で出来た層を作る　|　形成由无数微结晶构成的岩层
EP05：この工程を繰り返すことでしま模様が形成されていく　|　随后不断重复这个过程就形成了条纹
EP05：赤色はいつ塗られたの　|　红色是什么时候染上去的呢
EP05：着色は不純物の混入によるもので　|　颜色是因为混入了杂质
EP05：赤は酸化鉄の場合が多いな　|　红色大多是混入了氧化铁
EP05：成分は同じだが　|　虽然成分相同
EP05：単一の結晶で出来た水晶と　|　但一种是单一晶体构成的水晶
EP05：微細な結晶が層になった瑪瑙　|　另一种是微结晶分层形成的玛瑙
EP05：違う名前なのも納得だろう　|　名字不同也能理解了吧
EP05：私も早く見つけなきゃ　|　我也得赶紧找了
EP05：あった　|　找到了
EP05：なんだそれ　|　什么情况
EP05：私のほうが真面目に探してたのに　|　明明我更认真地在找
EP05：こればっかりは運もあるからな　|　找玛瑙也要看运气
EP05：これでまが玉作ろっかな　|　用这个做个勾玉吧
EP05：本当にあるの　|　真的会有吗
EP05：あれが最後の２個だったりして　|　那说不定就是最后的两块了
EP05：いった　|　好痛
EP05：なんだ　この石　|　这石头怎么回事
EP05：これだけ角張ってて大きいし　|　有棱有角还这么大
EP05：邪魔　|　烦人
EP05：しましま　瑪瑙だ　|　有条纹 是玛瑙
EP05：あったよ　来て来て　|　找到了 快来看
EP05：この石の所　２個あった　|　这石头旁边有两块
EP05：ここたくさん採れるよ　|　这里肯定能采到很多
EP05：２個って偶然じゃないの　|　只有两块 说不定是巧合
EP05：人が親切に教えてあげてるのに　|　亏我好心告诉你
EP05：案外瑠璃の言うとおりかもな　|　说不定琉璃说的是对的
EP05：来てみな　|　来这边看看
EP05：崩れてるね　|　都塌了呢
EP05：さっきの角張った石はこの破片か　|　刚才棱角分明的石头就是这的碎片吧
EP05：波でやられたかな　|　是被海浪冲的吗
EP05：水の力で？　|　水的力量？
EP05：でも他は崩れてないよ　|　但其他地方没塌啊
EP05：恐らくだが　|　只是我的推测
EP05：しけのときはここに波の力が集まる形なんだろう　|　暴风雨时海浪可能会集中冲击这里
EP05：自然の地形が読めればはっきり言えるんだが　|　弄清这里的地形的话就能确定了
EP05：あったぞ　|　找到了
EP05：やっぱり多いんだ　|　果然很多呢
EP05：ここで探そう　|　在这边找吧
EP05：瑪瑙　出てこい　|　玛瑙快出来
EP05：あった　|　找到了
EP05：これで３つ目　|　这是第三块
EP05：これって…　|　这个是…
EP05：伊万里さんもあった　|　伊万里姐也找到了吗
EP05：先輩　これなんだけど　|　学姐 看看这个
EP05：あれ　その石　|　奇怪 这块石头
EP05：赤っぽくてきれいだけどしましまないね　|　红红的很漂亮但没条纹呢
EP05：玉髄だな　|　这是玉髓啊
EP05：だよね　|　是吧
EP05：何それ　|　那是什么
EP05：しまのない瑪瑙だよ　|　是没有条纹的玛瑙
EP05：違いはしまだけ　|　区别只在于有没有条纹
EP05：模様だけで名前が違うの　|　花纹不同名字就不同吗
EP05：えっと　待ってね　|　那个 等等
EP05：１つの結晶が水晶で　|　单一晶体的叫水晶
EP05：細かい結晶でしましまだと瑪瑙　|　微结晶带条纹的叫玛瑙
EP05：ないと玉髄　|　没条纹的就是玉髓
EP05：でも更に不純物が増えた物は碧玉って呼ぶんだよ　|　杂质更多的就叫碧玉
EP05：ヘキ？　|　碧玉？
EP05：だが結局鉱物的にはすべて石英にまとめられるわけだ　|　但这些在矿物学上都归为石英类
EP05：もう　絶対意地悪で言ってるでしょ　|　真是的 绝对是在故意刁难
EP05：１個も採れないと思ったけど　|　本以为一块都采不到
EP05：あの場所見つけられてよかった　|　还好能找到那个地方
EP05：あそこだけ波が強いって言ってたけど　|　之前说只有那里海浪很大
EP05：なんで波が強いと瑪瑙が採れるの　|　为什么浪大的地方能采到玛瑙呢
EP05：なんでだろうな　|　为什么呢
EP05：わかんないの　|　也不知道吗
EP05：他と条件が違うからそれが影響してるかもという話なだけだ　|　只是那点跟其他地方不同所以推测有影响
EP05：全然わかんないって　|　完全不明白
EP05：もやもやして気になるんだけど　|　烦躁的感觉让人很在意
EP05：もやもやするか　|　会烦躁吗
EP05：そうだな　例えば　|　那这样解释吧
EP05：波が強くなる理由を海水が狭い所に集中するからだと考えると　|　若认为浪大是因为海水会集中在狭窄处
EP05：その場所は広い範囲の石が集まってくる地点ともいえる　|　那便能认为大范围的石头也会聚集在那
EP05：結果　散らばっていた瑪瑙が集まっていた　|　最终使得分散的玛瑙汇集一处
EP05：あるいはもっと単純で　|　或者是因为更简单的原因
EP05：瑪瑙の鉱床が近かっただけかもしれない　|　附近可能就有玛瑙矿脉
EP05：なるほどね　|　原来如此
EP05：すっきりした　|　这下舒坦了
EP05：伊万里さん　採ったの見せて　|　伊万里姐 看看你采到的
EP05：私のはこれ　|　我的是这些
EP05：その赤い玉髄いいな　|　这块红色玉髓真漂亮
EP05：どれかと交換する　|　要交换吗
EP05：する　|　好
EP05：でもこれもきれいだし　これも残したいし　|　不过这块好漂亮 这块也想留着
EP05：どうしよう　交換できるのないな　|　怎么办 没有能换的
EP05：その小さいのでもいいよ　|　用那块小的也可以哦
EP05：いいの　|　真的吗
EP05：ねえ　凪さんのも見せて　|　凪姐的也让我看看嘛
EP05：ほら　|　给
EP05：これだけ　|　只有这些吗
EP05：もっと採ってたよね　|　刚才明明采了很多
EP05：標本としてはこれで十分だ　|　作为标本这些就够了
EP05：返しちゃったの　もったいない　|　全放回去了吗 好浪费
EP05：いいんだよ　|　这样就行了
EP05：鉱物は私にとって手段だ　|　矿物对我来说只是手段
EP05：必要以上に持つことは考えてない　|　我不打算收集超过必要数量的矿物
EP05：どういう意味　|　什么意思
EP05：石を使って何を研究するかが大事なんだよ　|　重要的是用石头来做什么研究
EP05：見つけてゴールじゃないってこと？　|　也就是说找到并不是终点？
EP05：新しい石を発見したときに私は考える　|　发现新石头时我会思考
EP05：どうしてこの石がここにあるのか　|　为什么这块石头会出现在这里
EP05：ここにある理由はなんだろう　|　它为什么会出现于此
EP05：この石は私たちにとってどんな意味があるんだろう　|　它对我们来说有何意义
EP05：既存の理論の正しさを証明する補強材か　|　是能论证现有理论正确性的补充材料
EP05：新しい理論を生み出す種か　|　还是能孕育新理论的种子
EP05：手に入れたことから生まれる疑問や　|　将获取过程中产生的疑问
EP05：現状の理論の答え合わせ　|　用以与现存理论相互印证
EP05：それらを解決するたび私たちの知識は洗練されていく　|　每解决一个我们的认知就更为精炼
EP05：46億年かけて世界がどんなふうにデザインされてきたか　|　世界历经46亿年形成的奥秘
EP05：その記録は石の中だけにある　|　只记录在这些石头中
EP05：多くの石を通して見れば　|　通过窥探大量石头
EP05：世界の実像を正確に結ぶことにつながるはずなんだ　|　终能拼凑出世界真实的面貌
EP05：私もその一端を担いたいんだ　|　而我也想为此尽一份力
EP05：理由はそんなところかな　|　这大概就是理由吧
EP05：なんかさすが凪さんって感じ　|　有种不愧是凪姐的感觉
EP05：すごいな　|　真厉害啊
EP05：私なんか集めるだけで考えもしなかった　|　我就只想着收集 完全没思考过
EP05：あれ　本当に考えもしなかったの　|　真的完全没思考过吗
EP05：何が…　|　什么…
EP05：もう忘れたか　|　你就忘了吗
EP05：だから何が　|　所以说什么啊
EP05：だって瑠璃ちゃん　|　因为琉璃你
EP05：さっき「もやもやして気になるんだけど」って　|　刚刚不是说过「烦躁的感觉让人很在意」吗
EP05：考えもしないんだったら　|　真正完全不思考的话
EP05：そこから先を気になんてしないんじゃない　|　就根本不会在意吧
EP05：でもそんな難しいこと考えてないし　|　不过我也没想那么难的事情
EP05：ただなんとなく…　|　只是不知不觉…
EP05：だんだんこっち側に来てるってことかな　|　是不是逐渐靠近我们这边了
EP05：ちょっ　「こっち側」って何　|　等等 「这边」是什么啊
EP05：だが普通は自分で産地を探すなんてしないぞ　|　普通人可不会自己去找矿石产地
EP05：サファイア　|　蓝宝石
EP05：気になるか　|　很好奇吗
EP05：うんうん　|　是的
EP05：このグラフはだな　|　这张图表啊
EP05：よし　サファイアの砂を採る準備完了　|　好 蓝宝石的采砂准备完成
EP05：次は西之島の映像です　|　现在播报西之岛情况
EP05：先週から火山活動が再び活発化しています　|　上周起火山活动再次活跃
EP05：噴火って感じ　|　真的有喷火的感觉
EP05：溶岩は高さおよそ200mまで　|　岩浆喷发高度约达200米
EP05：凪さん　着いた　|　凪姐 你到了吗
EP05：今　行く　|　我这就来
EP05：じゃあ　砂採ってるね　|　那我开始采河砂了
EP05：磨いたみたいにつるつるだけど　|　像是打磨过一样好光滑
EP05：緑色だ　|　是绿色的
EP05：なんかちょっときれい　|　有点漂亮
EP05：よし　キープだ　|　好 留下
EP05：あとで持って帰ろう　|　等会带回去
EP05：でかいサファイアないかな　|　会有很大的蓝宝石吗
EP05：まさか砂金　|　这不会是砂金吧
EP05：やった　砂金を…　|　太好了 找到砂金…
EP05：銀色？　|　银色的？
EP05：砂銀？　|　是砂银？
EP05：凪さん　見てこれ　|　凪姐 快看这个
EP05：これ砂銀じゃない　|　这是不是砂银
EP05：そんな近くじゃ見えないよ　|　这么近我看不清哦
EP05：はい　|　来
EP05：違う　|　不是
EP05：早っ　なんで　銀色じゃん　|　好快 为什么 明明是银色的
EP05：本物の銀なら黒ずんだ色をしているはずだ　|　真的银应该发黑才对
EP05：だから私は銀ではないと思う　|　所以我认为不是银
EP05：じゃあ　他に何があるの　|　那还能是什么
EP05：方鉛鉱とか？　|　方铅矿之类的？
EP05：結晶が見られないし人工物かな？　|　看不到结晶结构 或许是人工合成物？
EP05：鉄の合金か何かだろう　|　或许是铁合金之类的
EP05：近くの工場から川に流れ込むことはよくある　|　从附近工厂流入河中的情况也挺常见
EP05：その可能性がいちばん高いと思う　|　我觉得这种可能性最高
EP05：伊万里さん　これ見て　|　伊万里姐看这个
EP05：これなんだと思う　私は銀だと思うんだけど　|　你觉得这是什么 我觉得这是银
EP05：わかんないけど銀はないでしょ　|　虽然我不清楚 但肯定不是银吧
EP05：砂銀なんて聞いたことないよ　|　砂银什么的完全没听过
EP05：伊万里さんまで　|　连伊万里姐都这么说
EP05：なんとか調べらんないの　|　难道不能检测看看吗
EP05：小さすぎてうちじゃ分析は無理だよ　|　太小了 这里的设备分析不了
EP05：じゃあ　銀かもしれないじゃん　|　那就有可能是银呀
EP05：だから…　|　所以说…
EP05：調べてみるか　|　来验证一下吧
EP05：銀には銀の特徴が必ずある　|　银必然具备银的特征
EP05：だがその特徴は見えていない場合も多い　|　不过很多时候肉眼看不见
EP05：見えている情報はごく一部だ　|　能看到的只是冰山一角
EP05：本来は目に見えないもの　|　这种肉眼看不见的特征
EP05：それを今から見てみようじゃないか　|　现在就让我们来一探究竟吧
EP05：沈む速さで調べるの　|　用下沉速度测试吗
EP05：そうだ　|　是的
EP05：重い物ほど速く沈む　|　重的物质沉得更快
EP05：本来は目に見えない比重を見る方法だ　|　用这个方法就能看见原本肉眼看不见的比重
EP05：この銅線との比較を行う　|　就用这个铜线来作比较
EP05：なんで銅　|　为什么用铜
EP05：銀の比重10.5は銅の９より大きい　|　银的比重为10.5 较比重为9的铜更大
EP05：だが鉄の合金など他の候補は９より小さい　|　而铁合金以及其他可能的比重都低于9
EP05：つまり　この粒が銅より速く沈めば銀　|　所以它沉得比铜快就是银
EP05：遅ければ銀ではないということだ　|　比铜慢就不是
EP05：どうだ　これで納得できるか　|　如何 这样能接受吗
EP05：わかった　それで決着をつけよう　|　明白了 就用这个定胜负
EP05：実際は純度や形状の違いが影響するから　|　实际纯度形状也会有一定影响
EP05：言い訳しない　|　不许找借口
EP05：とりあえずやってみるか　|　总之先来实验下吧
EP05：お願い　銀　銀　|　拜托了 要是银要是银
EP05：速く落ちて速く落ちて　|　快沉下去快沉下去
EP05：速い　違いが見えた　|　好快 明显有差距
EP05：これは銀だ　|　这就是银
EP05：ほらほら　私の言ったとおり　|　看吧 我说对了
EP05：うそ　|　不是吧
EP05：どうだ　凪さん　|　怎么样 凪姐
EP05：私が正解のこともあるんだ　|　我也有对的时候
EP05：私の勝ち　|　我赢了
EP05：速すぎる　|　沉得太快了
EP05：いくらなんでも差がつき過ぎだ　|　再怎样也不可能差这么多
EP05：確かに銀は銅より重いが　|　银确实比铜重
EP05：今のは比重がもっと大きい鉱物の動きだ　|　但刚才的像是更重的矿物
EP05：ずるい　これで決着って言ったのに　|　耍赖 说好这样定胜负的
EP05：すまない　|　抱歉
EP05：だが銀よりももっと希少な鉱物の可能性が見えてきた　|　但可能是比银更稀有的矿物
EP05：銀より希少？　|　比银更稀有？
