EP1 IN
EP1：よっ　鬼殺し　|　哟 杀鬼人
EP8：鴉夜様　ただいま戻りました　|　鸦夜小姐 我回来了
EP8：おかえり　静句　|　你回来啦 静句
EP8：大丈夫か　|　你没事吧
EP8：らいじょうぶです　|　没事
EP8：媚毒か　お前がそんなになるなんて　|　是媚毒 能让你变成这样
EP8：ずいぶん強いのをもらったなあ　|　看来效果挺强
EP8：生き残ったのはこれだけですか　|　只有我们这些人还活着吗
EP8：レイノルドさんも重傷を負われたと聞きました　|　听说雷诺先生也受了重伤
EP8：邸内にはルパンもファントムの姿もないとの報告です　|　据报告鲁邦和魅影也不在宅邸内了
EP8：いったいどこから消えたのか　|　他们究竟是从哪溜走的
EP8：水路だ　|　是水路
EP8：堀の水位が下がったからこそ　そのルートが開いた　|　护城河的水位下降 那条通道就开了
EP8：ルパンは堀の水を地下に流すことで逃走経路も確保していたのだ　|　鲁邦把水引到地下的同时保障了逃跑路线
EP8：なんと　|　怎么会
EP8：ルパンこそ真の怪盗だ　|　鲁邦是真正的怪盗
EP8：実はもう１つ残念なお知らせが　|　其实还有一件遗憾的事
EP8：サンルームにあったはずの金庫ですが　紛失してました　|　日光室里的保险箱也不见了
EP8：げっ　回収を忘れていた　|　啊 我忘记回收了
EP8：それもルパンが…　|　那也被鲁邦给…
EP8：結局僕らは惨敗か　|　结果我们惨败啊
EP8：ちょいといいですか　|　我能插一句吗
EP8：さてお立ち会い　|　请看好了
EP8：くっそ　あの小娘　|　该死 那个小姑娘
EP8：今度会ったら絶対…　|　下次绝对让她…
EP8：まあ　今は乾杯しよう　|　算了 现在先干杯吧
EP8：ダイヤの争奪戦は我々の勝利だ　|　钻石争夺战是我们胜利了
EP8：ジャック　ご苦労だったね　|　杰克 辛苦你了
EP8：では見せてくれたまえ　「最後から二番目の夜」を　|　来让我欣赏一下吧 「倒数第二夜」
EP8：お前というヤツは　|　你这家伙
EP8：育ちが悪いもんで　つい手癖ってもんが　|　没什么教养 扒手的毛病犯了
EP8：てなわけでして　フォッグさん　|　所以 福克先生
EP8：お返しします　|　还给您
EP8：おお　感謝する　|　哦 感谢
EP8：しかし　なぜこんな小さな石をめぐってこんな大騒ぎが　|　不过 为什么这颗小石头能引起如此骚乱呢
EP8：暗号に従えば　|　顺着暗语
EP8：何かわかるかもしれません　|　也许能知道些什么
EP8：この下側に刻まれた詩のことですか　|　您说是下侧刻着的诗吗
EP8：夜明けは血のような赤　|　黎明红似血
EP8：日没は死体のような紫　|　日落紫如尸
EP8：夜の月に照らされる醜い私をどうか見ないで　|　勿看月下鄙人丑
EP8：私の中には狼がいるから　|　只因狼居身
EP8：もうその暗号は解きましたよ　|　我已经解开这段暗语了
EP8：ホームズさん　|　福尔摩斯先生
EP8：最後から二番目の夜をアーク灯にかざしてみてください　|　请您将倒数第二夜对着弧光灯查看
EP8：そのダイヤにはユウロピウムも含まれている　|　这颗钻石里含有铕
EP8：その元素は紫外線を浴びると赤く光る性質があります　|　这种元素在紫外线的照射下会发出红光
EP8：ファングツェーネヴァルト　|　Fangzähnewald
EP8：牙の森　|　獠牙之森
EP8：これが人狼の居場所なのか　|　这就是狼人的所在地吗
EP8：赤髪のヤツも　今みたいなことをしてました　|　红头发的也像这样看钻石了
EP8：奴さん方手ごわいですよ　|　他们可不容小觑
EP8：メンバーは怪物だらけです　|　都是些怪物
EP8：お前は鬼殺しだろう　|　你不是杀鬼人吗
EP8：お前の持ち芸じゃないか　|　这可是你的拿手好戏
EP8：こりゃ一本取られました　|　这还真是让人无话可说
EP8 OUT

EP9 IN
EP9：こっちだ　|　在这边
EP9：逃がすな　|　别放跑了
EP9：西に回れ　崖に追い込むんだ　|　往西边绕 把她们逼到悬崖
EP9：囲い込め　|　围住她们
EP9：お母さん　|　妈妈
EP9：大丈夫よ　ユッテ　|　没事的 尤特
EP9：大丈夫　|　没事的
EP9：母さん　母さん　そっちは崖だよ　|　妈妈 妈妈 那边是悬崖
EP9：どこ隠れやがった　|　藏到哪里去了
EP9：どこだ　|　在哪
EP9：おーい　こっちだ　|　喂 在这边
EP9：ごめんなさい　お母さん　|　对不起 妈妈
EP9：いいのよ　ユッテ　|　没关系 尤特
EP9：あなたは悪くないの　|　这不是你的错
EP9：殺せ　|　杀
EP9：やっちまえ　|　宰了她们
EP9：なんで　|　为什么
EP9：お母さん　なんで　|　妈妈 为什么
EP9：みんな怖がっているの　|　他们很害怕
EP9：私たちを？　|　害怕我们？
EP9：私たちが怖がっているものと同じものを　|　他们跟我们所害怕的是一样的
EP9：だからあなたは悪くないのよ　|　所以这不是你的错
EP9：ユッテ　いい　よく聞いて　|　尤特 好好听我说
EP9：やだ　そんなのやだ　|　不要 我不要这样
EP9：大丈夫よ　ユッテ　|　没事的 尤特
EP9：大丈夫だから　|　真的没事的
EP9：だって　|　可是
EP9：愛してるわ　|　我爱你
EP9：オオカミが出るなんてのはこりゃいけませんよ　|　有狼出没叫人怎么受得了
EP9：オオカミはしゃれになりませんよ　|　狼可一点都不懂幽默
EP9：オオカミにはヨイショがきかないんだからよ　|　拍狼的马屁也起不了作用
EP9：「おやオオさん」なんて言ったって喜びゃしねえんだからね　|　打招呼说「狼先生你好」它们也不会高兴
EP9：いきなり噛みつくんだから困るよ本当に　|　还会突然咬上来 真是愁死了
EP9：うるさい　|　好吵
EP9：なんです　師匠　|　你说什么 师父
EP9：うるさい　|　好吵
EP9：ムードを出そうと「愛宕山」をやってみたんですが　|　我就想讲一段「爱宕山」营造氛围
EP9：アルプスで「愛宕山」は逆にムードが壊れやしないか　|　在阿尔卑斯山脉上讲「爱宕山」反而破坏氛围
EP9：しかし　こんな山奥に村があるんですかね　|　话说 这样的深山里会有村落吗
EP9：もうすぐ着くはずです　|　应该马上就到了
EP9：なんて村でしたっけ　|　什么村子来着
EP9：高野豆腐？　|　高野豆腐？
EP9：ホイレンドルフです　|　是霍伦多夫
EP9：訳せば　遠吠え村　|　翻译一下就是 远嗥之村
EP9：そいつはいかにも人狼が出そうな名前だ　|　这可真是会出狼人的村名
EP9：モリアーティとお仲間もそこに向かったんでしょうか　|　莫里亚蒂和他的同伙是不是也去了那里呢
EP9：なんて組織でしたっけ　|　那组织叫什么来着
EP9：金平糖？　|　金平糖？
EP9：バンケットです　|　是夜宴
EP9：近くにいるかもしれない　|　也许就在附近
EP9：警戒してないと　いつ襲ってくるかわからないぞ　|　不提防点 指不定什么时候会突袭我们
EP9：こっちは鍵を持ってますしね　|　毕竟我们带着钥匙
EP9：楽しみですね　|　蛮期待的
EP9：あたくしまだ人狼にゃ会ったことがないもんで　|　我还没见过狼人呢
EP9：師匠はあります　|　师父见过吗
EP9：一度だけ　|　见过一次
EP9：150年くらい前だったかな　|　差不多150年前吧
EP9：平賀源内が私に対してどんな生物が殺傷可能か調べるために　|　平贺源内为了研究哪些生物能伤害到我
EP9：世界中から怪物を集めた　|　从全世界招集怪物
EP9：そのおりの中に人狼も一匹いた　|　那之中有一匹狼人
EP9：獣だなんだと言われがちだが　|　虽总被人说成是野兽
EP9：頭のいい連中だ　|　但其实挺聪明的
EP9：人語を解すし　潜伏がうまい　|　能懂人话 擅于躲藏
EP9：そして３つの姿に自在に変わる　|　还能自由地在三种形态间切换
EP9：人　オオカミ　それから獣人　|　人 狼 还有兽人
EP9：人の姿のときは普通の人間とほぼ変わらん　|　人形时几乎与人无异
EP9：筋力も普通だし　ナイフで刺せばちゃんと傷つく　|　力量并不出众 用刀刺也会受伤
EP9：そういう言い方をするってと　|　听你的说法
EP9：ちゃんと傷つかない場合も…　|　不会受伤的时候也…
EP9：ある　|　有的
EP9：毛皮をまとったとき　|　毛皮裹住全身后
EP9：身体能力が跳ね上がって　|　身体能力大幅提升
EP9：皮膚は銃弾も通さんほど硬質になる　|　皮肤硬得连子弹都无法穿过
EP9：獣人のときは加えて体の大きさが増す　|　兽人形态时身体会变大
EP9：熊みたいな巨体に膨らんで　|　变得跟熊一样巨大
EP9：牙と爪も大きくなる　|　獠牙和爪子也会变大
EP9：そうそう　それと五感が恐ろしく鋭い　|　还有 五感也会变得异常敏锐
EP9：後ろから襲っても気づかれるし　|　从背后袭击会被发现
EP9：逃げたらどこまでも追ってくる　|　逃到哪都会被他们追上
EP9：何か弱点はないんですか　|　有没有什么弱点
EP9：玉ねぎとかじゃないか　|　洋葱之类的吧
EP9：犬だし　|　毕竟是狗
EP9：そもそも人狼はほとんど人里に現れない　|　再说狼人几乎不会出现在村庄里
EP9：引きこもりが相手じゃ私だってお手上げだ　|　对付家里蹲我也束手无策啊
EP9：お「手」上げとは　|　束「手」？
EP9：揚げ足ばっかり取るんじゃない　|　不要整天抓我马脚
EP9：揚げ「足」とは　|　马「脚」？
EP9：静句　|　静句
EP9：コイツにしつけをしてやれ　|　给这家伙一点教训
EP9：静句さん　ちょっと待って　冗談ですって　|　静句小姐 等等 我开玩笑的
EP9：痛い痛い　|　痛痛痛
EP9：ルイーゼ　|　露易丝
EP9：ルイーゼ　ルイーゼ　|　露易丝 露易丝
EP9：こんにちは　|　你好
EP9：何しとるんだ　君たち　|　你们在做什么
EP9：ハイキングです　|　我们是来郊游的
EP9：ホイレンなんとかって村に行きたいんですが　|　我们想去叫霍伦什么的村子
EP9：ホイレンドルフは私の村だが　|　霍伦多夫是我住的村子
EP9：東洋人の二人組　|　东洋的二人搭档
EP9：鳥籠使い　|　鸟笼使
EP9：君たち　もしかして探偵か　怪物専門の　|　你们难道是侦探吗 专攻怪物的
EP9：よかったですね　師匠　|　太好了 师父
EP9：こんなとこまで評判が届いてますよ　|　名声都传到这种地方了
EP9：助けてくれ　|　帮帮我
EP9：私は医師のハイネマン　|　我是医生海涅曼
EP9：村で事件が起きたんだ　|　村子里出事了
EP9：女の子がさらわれた　|　有女孩子被掳走了
EP9：人狼に　|　被狼人
EP9：すまない　|　抱歉
EP9：みんな　よそ者に慣れてなくて　|　大家不习惯外来者
EP9：お気になさらず　|　不用在意
EP9：あたくしたちどこでもこんな感じですから　|　我们不管在哪都是这样的
EP9：風流な村ですね　|　真是个雅致的村子
EP9：ただの田舎だよ　|　不过是乡下而已
EP9：学校もないし　店もない　|　没有学校 也没有店铺
EP9：森の奥に大きな滝があるくらいでね　|　也就森林深处有个大瀑布
EP9：滝　|　瀑布
EP9：そいつはいいや　|　那还真不错
EP9：あたくし　小話と滝に目がなくて　|　我很喜欢小笑话和瀑布
EP9：どちらもキレイに落ちるから　|　因为它们都会很漂亮地落下来
EP9：お前の話はいつも落ちんがな　|　你说的话倒总是落不下来
EP9：ハイネマンさん　事件についてお聞きしても　|　海涅曼先生 能跟我们说说案件的情况吗
EP9：始まったのは１年前　|　那是一年前开始的
EP9：春先の雨の夜だった　|　在一个早春的雨夜
EP9：村長の孫娘が水くみに出たきり姿を消した　|　村长的孙女去取水后便失踪了
EP9：ナディアという子で　まだ15歳だった　|　她名叫娜迪娅 只有15岁
EP9：翌日　森の中に死体が　|　第二天 在森林中发现了尸体
EP9：首と背中が折られ　胸は真っ二つに裂け　|　脖子和背都被折断 胸部被撕成两半 
EP9：顔はずたずたにされていた　|　脸部也被撕碎
EP9：片手は骨ごと食いちぎられて　|　一只手连骨头都被吃掉了
EP9：噛み痕も体のあちこちに　|　咬痕遍布全身
EP9：オオカミの被害者は何度か見てきたが　|　我见过许多被狼袭击的受害者
EP9：あれは普通じゃない　|　那惨状并不普通
EP9：あんな殺し方ができるのは　|　能做到那种杀人方式的
EP9：人狼だけというわけですか　|　只有狼人吗
EP9：その次は　|　在那之后呢
EP9：４か月後だった　|　四个月后
EP9：木こりの娘　フィーネという名の11歳の少女が姿を消し　|　樵夫的女儿 名叫菲内的11岁少女失踪
EP9：２日後　死体で見つかった　|　两天后发现了尸体
EP9：やはりひどい状態だった　|　情况也是惨不忍睹
EP9：更にその４か月後には　|　又是四个月后
EP9：粉挽きの家のリタという13歳の娘が犠牲になった　|　磨坊主家的13岁女儿丽塔遇害
EP9：どちらの事件も雨の夜　|　每起案件都发生在雨夜
EP9：外に出たきり　行方がわからなくなり　|　外出后就失踪了
EP9：数日後に森の中で発見されるというものでね　|　数日后在森林中被发现
EP9：死体につけられた歯形も一致した　|　留在尸体上的牙印也都一致
EP9：同一犯というわけですね　|　也就是说是同一个犯人
EP9：そのとおりだ　|　正是
EP9：本人でした　|　是本人吗
EP9：見つかった死体です　|　被发现的尸体
EP9：全員本人　|　都是本人吗
EP9：ああ　それは間違いない　|　嗯 没错
EP9：ほくろやあざなどの特徴は全部一致したから　|　痣和胎记等特征全部符合
EP9：村の周辺を何度も捜索したが　|　在村子周围搜索过许多次
EP9：人狼は見つからなかった　|　但都没有找到狼人
EP9：そして昨日…　|　然后在昨天…
EP9：ルイーゼ　ルイーゼ　|　露易丝 露易丝
EP9：助けて　パパ　助けて　|　救救我 爸爸 救救我
EP9：ルイーゼ　|　露易丝
EP9：下がってろ　|　让开
EP9：ルイーゼ　|　露易丝
EP9：昨日は雨が　|　昨天有下雨吗
EP9：いや　降ってない　|　不 没有
EP9：それは奇妙ですね　|　那真是奇怪
EP9：そうかな　|　是吗
EP9：ルイーゼは病弱な子でな　|　露易丝体弱多病
EP9：彼女もまだ12歳で　|　她只有12岁
EP9：もうすぐ13の誕生日だった　|　马上就要过13岁的生日了
EP9：村の中に人狼が隠れていると主張する者もいる　|　也有人认为狼人隐藏在村子里
EP9：４か月ごとに理性を失い　娘を襲っているのだと　|　每过四个月就会丧失理智 袭击女孩
EP9：たしかにこの村には前例がある　|　这个村子也确实存在前例
EP9：前例？　|　前例？
EP9：８年前　実際に村人の中に人狼が隠れていたんだ　|　八年前就有狼人隐藏在村民之中
EP9：その時は被害が出る前になんとか退治できたが　|　当时在出现受害者前我们就想办法消灭了
EP9：よしてくれ　グスタフ　乱暴は　|　别这样 古斯塔夫 不要用暴力
EP9：テメェが変身して　ルイーゼをさらった　|　就是你变身把露易丝掳走了
EP9：違うか　クヌート　|　不是吗 克努特
EP9：そんなわけないだろ　どうして僕を　|　怎么可能 为什么怀疑我
EP9：テメェはよそ者だ　|　你是外来者
EP9：よそ者ならほかにもいるじゃないか　|　不是还有别的外来者吗
EP9：アルマも　ハイネマン先生だって　|　阿尔玛 海涅曼医生也是
EP9：先生　|　医生
EP9：どうでした　北の森は　|　北方的森林里有找到吗
EP9：だが　助っ人を連れてきた　|　不过 我带来了帮手
EP9：助っ人？　|　帮手？
EP9：探偵の　|　侦探
EP9：どうも皆さん　お初にお目にかかります　|　大家好 初次见面
EP9：あたくし日本から遠路はるばるやってまいりました　|　我是从日本远道而来的
EP9：流浪の芸人「鳥籠使い」真打津軽と申します　|　流浪艺人「鸟笼使」 名叫真打津轻
EP9：名は真打でも器は前座って　ちゃちな男でございます　|　虽然我叫真打 但其实只是个二流的差劲男子
EP9：こちらは師匠の　|　这位是我的师父
EP9：輪堂鴉夜です　|　我是轮堂鸦夜
EP9：コイツを弟子にした覚えはないですが　|　我不记得有收这家伙为弟子
EP9：今誰がしゃべった　|　刚刚谁说话了
EP9：アンタか　|　是你吗
EP9：こっちだよ　|　在这里
EP9：なんだ　何が入ってる　|　怎么回事 这里面有什么
EP9：見たいなら見せてもいいが　おすすめしないな　|　想看的话也可以 但是我不推荐
EP9：私を見たらみんな悲鳴をあげるから　|　因为看到我后大家都会吓得惨叫
EP9：俺たちは悲鳴なんてあげねえ　|　我们才不会惨叫
EP9：人狼だろうが　どんな怪物だろうが　|　不管是狼人 还是什么怪物
EP9：なんだ　君は　|　你是什么东西
EP9：不死といいましてね　|　人们都叫我不死
EP9：死なない体質なんです　|　是不死之身
EP9：怪物　|　怪物
EP9：どけ　|　躲开
EP9：待て　グスタフ　落ち着け　|　等等 古斯塔夫 冷静一点
EP9：うるせ　|　闭嘴
EP9：おい　今すぐ村から出ていけ　|　喂 现在就给我滚出村子
EP9：出ていけと言うなら出ていくが　|　让我离开也可以
EP9：ねえ　グスタフくん　|　不过 古斯塔夫
EP9：君が銃をおろすなら　|　如果你放下枪
EP9：私は連続殺人犯を見つけ出して　事件を解決できると思うけどな　|　我想我能找出连环杀人犯 解决这个案件
EP9：なぜって　私は君より九百年ばかり長く生きてるし　|　毕竟我比你多活了九百年左右
EP9：探偵というのは首から下がなくても務まる仕事だからね　|　而且侦探是个不需要脖子以下部分的职业
EP9：目と耳と　頭脳さえあれば　|　只要有眼睛 耳朵和头脑就够了
EP9：さて　どうする　|　那么 你要怎么做
EP9：べっぴんさんですが　師匠には負けますね　|　是个美人 但比不上师父
EP9：ずっと車いすなんですか　|　她一直都坐轮椅吗
EP9：生まれつきのもので　街の医者もさじを投げた　|　生来就是如此 镇上的医生也没有办法
EP9：だが　病気に負けない聡明さを持った子だった　|　但是也曾是个身残志坚的聪明孩子
EP9：「だった」なんて言い方　よしてくだせえ　|　不要说什么「曾是」
EP9：ああ　すまない　私はただ　|　抱歉 我只是
EP9：まあまあ　|　好了好了
EP9：ではとりあえず　娘さんの部屋を見せてもらいましょうか　|　可以让我们先看看你女儿的房间吗
EP9：お祭りみたいににぎやかですね　|　简直像过完节一样热闹
EP9：さて師匠　どこから手をつけます　|　师父 从哪开始调查
EP9：師匠　|　师父
EP9：ちょっと暗いな　左側のカーテンも開けてくれ　|　稍微有点暗 先把左侧的窗帘拉开
EP9：奥さん　昨日はこの暖炉に火をくべましたか　|　夫人 你昨天给这个壁炉添火了吗
EP9：いいえ　ルイーゼがいいと言ったんで　|　没有 露易丝说不用
EP9：するってと　犯人はこっから入ったんですかね　|　也就是说 犯人是从这里进来的吗
EP9：人が通るにゃちと狭いですが　|　对人来说可能有点窄了
EP9：オオカミの姿なら飛び降りられる　|　以狼的姿态应该能跳下来
EP9：足跡から察するに　|　从脚印来看
EP9：オオカミのときの犯人はあまり大柄じゃないようだ　|　变成狼时的犯人体型并不算大
EP9：部屋ん中でオオカミから獣人に変わって　暴れまわったってわけですか　|　犯人在房间里从狼变成了兽人 大闹了一番啊
EP9：人狼の仕業なんてのは最初からわかってんだよ　|　我们早就知道这是狼人干的
EP9：津軽　手のひらを見せろ　|　津轻 让我看看你的手掌
EP9：ハイネマンさん　|　海涅曼先生
EP9：被害者につけられた歯形をこの部屋のものと見比べたいので　|　我想跟以前被害者的牙印对比一下
EP9：持ってきてください　|　请去拿过来
EP9：それからお宅に荷物を置きに行った静句に　|　另外 烦请告诉去贵宅放行李的静句
EP9：ボール大の何か汚れてもいいものを持ってくるよう　言伝してください　|　让她把一个球大小且不怕弄脏的东西带过来
EP9：ボール？　|　球？
EP9：私くらいの大きさという意味です　|　就是我和差不多大小的意思
EP9：わかった　|　我明白了
EP9：奥さん　荒らされる前に部屋に入ったのはいつですか　|　夫人 房间被弄乱前你什么时候来过
EP9：夕飯のすぐ後だ　|　刚吃过晚饭时
EP9：俺も居間にいた　|　当时我在客厅
EP9：娘さんはどんな様子でした　|　你女儿当时在做什么
EP9：どうって　普通です　|　她和平常一样
EP9：あの子は自分でベッドに移って本を読んどりました　|　自己回到床上 正在读书
EP9：娘さんは補助なしでも車いすを乗り降りできたんですね　|　她可以自己上下轮椅啊
EP9：ではあなたは部屋の中で何を　|　那么你来房间做什么呢
EP9：えっと　毛布をかけてやったんと　|　我去给她盖上毛毯
EP9：水差しに水を足したんと　|　给水瓶加水
EP9：あと　窓のカーテンを閉めました　|　还有拉上窗帘
EP9：窓の鍵はかかっていましたか　|　窗户是锁着的吗
EP9：こっちの窓にゃ　ちゃんとかかってました　|　这边的窗户是锁着的
EP9：こっちははめ殺しで　もともと開かねえんです　|　这边是固定窗 本来就打不开的
EP9：津軽　窓を見せてくれ　|　津轻 让我看看窗户
EP9：壊れたほうの窓だ　|　坏掉的那一扇
EP9：はいはい　|　好的
EP9：こっから逃げたんですね　|　看来是从这里逃走的呢
EP9：そのようだ　|　应该是
EP9：奥さん　|　夫人
EP9：この部屋からなくなっているものはありませんか　|　这房间里有丢失什么东西吗
EP9：荒らされちゃあいますけんど　|　虽然变得一片狼藉
EP9：なくなってるもんはねえと思います　|　但好像没少什么东西
EP9：なるほど　だいたいわかってきました　|　原来如此 我大概理解了
EP9：鴉夜様　|　鸦夜小姐
EP9：静句　どうだ　上がったか　|　静句 到屋顶了吗
EP9：はい　|　是的
EP9：周りにすすの足跡はあるか　|　附近有煤灰脚印吗
EP9：オオカミもしくは人間の　|　狼或者是人类的
EP9：ありません　|　没有
EP9：やはり逃げたのは窓からか　|　果然是从窗户逃跑的
EP9：じゃあ　穴からものを落としてみてくれ　|　把东西从洞口扔下来吧
EP9：そっとでいいぞ　|　轻轻地就行
EP9：これあたくしの枕じゃないですか　|　这不是我的枕头吗
EP9：ちょっと静句さん　なんでこれを落とすんですか　|　静句小姐 为什么要扔这个
EP9：汚れてもよいものと言われたので　|　因为要不怕弄脏的东西
EP9：汚れちゃダメなものですよ　|　这是不能弄脏的东西吧
EP9：師匠もなんとか言ってやってください　|　师父您帮我评评理
EP9：ありがとう静句　下りてきてくれ　|　谢谢你 静句 下来吧
EP9：お礼言ってどうすんですか　|　怎么还向她道谢
EP9：まったくもう　|　真是的
EP9：頼まれた歯形だ　|　这是你要的牙印
EP9：同一犯ですね　|　是同一个犯人
EP9：まいったな　|　这下麻烦了
EP9：おや　推理が外れましたか　|　怎么 推理出错了吗
EP9：模倣犯かもしれないと思ったんだが　|　我本以为是模仿犯
EP9：グスタフくん　ルイーゼさんは外出が多いほうだったかい　|　古斯塔夫 露易丝经常外出吗
EP9：外にゃあまり出なかった　|　她不常出门
EP9：出るときは俺か　デボラが車いすを押してやった　|　出门时都是我或者黛博拉推轮椅
EP9：時々　部屋に人を呼ぶことも　|　有时也会叫人来她的房间
EP9：でっ　こんな話がなんのためになるんだ　|　说这些到底有什么用
EP9：俺が知りてえのはな　|　我想知道的是
EP9：いかれた人狼がどこのどいつかって　|　那个发狂的狼人究竟是谁 现在在哪
EP9：違う　|　不
EP9：犯人には理性がある　その点は確かだ　|　我很确定 犯人是有理性的
EP9：だが　それじゃあこの暴れ方は　|　可这惨状该如何解释
EP9：とち狂った犯行に見せかけるため　わざとやったように見えます　|　这是为了伪装成发狂之下的犯案 故意做的样子
EP9：ベッドの上にはこんな血がついているのに　|　床上有这么多血
EP9：逃走経路には一滴もない　|　逃跑路线上却一滴也没有
EP9：とすれば　犯人は何かでルイーゼさんを包み込んでいたということになる　|　这意味着犯人用什么将露易丝包了起来
EP9：しかし　この部屋からは毛布一枚なくなっていない　|　但是房间并未丢失毛毯
EP9：ならば　犯人が少女を包む袋を持ち込んだということです　|　也就是说 犯人携带着装少女的袋子
EP9：理性のない人狼がそんなことをしますかね　|　没有理性的狼人恐怕做不到吧
EP9：なんでルイーゼを狙うんだ　|　为什么要抓走露易丝
EP9：あの子は何も　|　那孩子什么都没做
EP9：あの　|　那个
EP9：物置小屋の鍵が壊れていますが　|　库房的锁坏了
EP9：１年くれえ前　そこにしまってた古い猟銃が盗まれてな　|　大概一年前 里面的旧猎枪被偷了
EP9：弾も何発か　|　还有几发子弹
EP9：見つかったのかい　|　找到了吗
EP9：いや　|　没
EP9：きっと　街からきた盗っ人に売っ払われたんだ　|　应该是镇上来的小偷拿去卖了
EP9：１年前っていや　事件が始まった頃ですね　|　一年前 就是袭击案件开始的时候
EP9：なんか関係は　|　会有什么联系吗
EP9：ねえよ　|　不会
EP9：銃を撃つ人狼なんているわけがねえ　|　狼人又不会用枪
EP9：気に留めておこう　|　留意一下吧
EP9：さて　村長に挨拶に行くとしよう　|　该去见见村长了
EP9：なあ　ルイーゼは無事だと思うか　|　露易丝不会有事吧
EP9：君はどう思う　|　你怎么想
EP9：期待はしてねえ　|　我不抱期待
EP9：でも今回は　犯人もいかれてるってワケじゃねえみてえだし　|　但是这次犯人好像没有发狂
EP9：私の見立てでは　|　依我看
EP9：生きている彼女にはもう会えない　|　是见不到活人了
EP9：犯人の目星は　|　有头绪了吗
EP9：尻尾はつかんだ　|　抓到尾巴了
EP9：この村は餌箱じゃ　|　这村子就是个饲料箱
EP9：何百年も前からヤツらは滝の下から崖を登っては　|　几百年前他们从瀑布下爬上悬崖
EP9：気まぐれのようにわしらを食う　|　随心所欲地猎食我们
EP9：アンタらが異人でも怪物でもかまわん　|　我不管你们是外人还是怪物
EP9：人狼を見つけてくれ　|　把狼人找出来吧
EP9：怖がって土地を離れたもんもおる　|　已经有人因恐惧而离开了
EP9：このままじゃ村が滅ぶ　|　再这样下去村子就没了
EP9：人狼はそこに住んでいるんですか　|　狼人就住在瀑布下面吗
EP9：言い伝えじゃ　|　这是传说
EP9：滝の下のくぼ地ん中に村が隠れとるとな　ヴォルフィンヘーレっちゅう村じゃ　|　在瀑布下方的洼地里藏着名为沃尔芬赫雷的村子
EP9：牙の森　ではなくて　|　不是獠牙之森吗
EP9：そうか　|　这样啊
EP9：それが狙いか　人狼を探しとるんじゃな　|　你们的目的就是来寻找狼人吗
EP9：正確に言えば人狼を探している連中を追っているんです　|　准确地说我们在追踪一群寻找狼人的家伙
EP9：あそこは忌み地じゃ　|　那里是禁地
EP9：むやみに下りたってどうにもならん　|　胡乱闯进去是找不到的
EP9：ヤツらを見つけるにゃ鍵がいる　|　要找到他们需要钥匙
EP9：ドワーフ族の作った黒い宝石　|　矮人族制作的黑色宝石
EP9：それ　なんで持っとる　|　你们怎么有这个
EP9：で　この鍵はどう使うんです　|　所以这把钥匙该怎么用
EP9：教えん　|　我不说
EP9：牙の森というのは　|　那獠牙之森呢
EP9：人狼の村を指す言葉ではないんですか　|　不是指狼人居住的村子吗
EP9：この世界に牙の森なんて場所はない　|　这个世界上没有什么獠牙之森
EP9：じゃが人狼村に行くにゃ牙の森を見いださんにゃならん　|　但要去狼人村就必须找到它
EP9：なるほど　|　原来如此
EP9：ではこうしましょう　|　那这样吧
EP9：私は２日以内に犯人の名を指摘します　|　我会在两天内找出犯人
EP9：それが達成できたら　|　要是做到了
EP9：あなたは人狼村の見つけ方を私たちに教える　|　你就告诉我们找到狼人村的方法
EP9：どうです　|　怎么样
EP9：わかった　のもう　|　好吧 就这样吧
EP9：交渉成立ですね　|　谈判达成
EP9：では　事件の話をしましょう　|　现在来聊聊案子吧
EP9：シュネータール駅へようこそ　|　欢迎来到施内塔尔车站
EP9：観光ですか　|　来旅游吗
EP9：駆除だよ　|　来驱除
EP9：#德国南部 施内塔尔
EP9：#施内塔尔车站
EP9 OUT

EP10 IN
EP10：最初の被害者ナディアさんはお孫さんでしたね　|　第一位受害者娜迪娅是你的孙女吧
EP10：狙われた理由に心当たりはありますか　|　关于她被盯上的理由 你有头绪吗
EP10：ない　|　没有
EP10：被害者は全員若い娘ですが　これについては　|　受害者全是年轻女孩 这一点呢
EP10：犯人は若い娘が好きなんじゃろう　|　犯人喜欢年轻女孩吧
EP10：しかし犯行は規則的すぎます　|　但犯罪行为过于规律
EP10：４か月周期で一人ずつ　天気や殺し方にもこだわっている　|　四个月为周期杀一个人 对天气和杀害方式也有讲究
EP10：何が言いたい　|　你想说什么
EP10：犯人には腹を満たす以外の目的があるかもしれないという話です　|　犯人也许有填饱肚子以外的目的
EP10：まあ　それは置いておきましょう　|　这个暂且不提
EP10：あなたは…　|　你…
EP10：犯人がこの村の中にいると思いますか　|　认为犯人在这个村子中吗
EP10：思わん　|　我认为不在
EP10：オオカミがオオカミからしか生まれんように　|　就像只有狼能生狼
EP10：人狼も人狼からしか生まれん　|　也只有狼人能生狼人
EP10：村人の多くは生まれも育ちもこの村だでな　|　村里的大多数人都是土生土长的
EP10：怪しいもんがいるとしたら　よそから来てこの村に住み着いたもん　|　就算有可疑者 也只能是外来并住进村里的人
EP10：医者のハイネマン　|　医生海涅曼
EP10：技師のクヌート　|　工程师克努特
EP10：絵描きのアルマ　|　画家阿尔玛
EP10：わしは３人をテストした　|　我测试过这三个人
