EP01 IN
EP01：「眠りから目覚めたら」　|　「从睡梦中醒来」
EP08：前にそこで長居したことがあるんだって　|　听说她之前有在这待过很久
EP08：あの　学校サボってタピオカ飲みますか　|　那个 逃学后会去喝珍珠奶茶吗
EP08：ていうかサボって何するのかね　|　话说为什么要逃学呢
EP08：私もわかりません　|　我也不知道
EP08：２人とも学校サボったことがない　|　你们俩都没逃过学吗
EP08：私は早朝勉強会というものに参加したかったので　|　我以前参加过一个叫清早学习会的东西
EP08：俺１回だけあるな　|　我逃过一次
EP08：高１のとき友達に誘われてラーメン食いに　|　高一的时候被朋友拉着去吃拉面了
EP08：あるんじゃん　|　不是逃过吗
EP08：楽しかったよ　|　很开心哦
EP08：当然ばれたけど　|　当然还是暴露了
EP08：先生は軽く叱るくらいで見逃してくれたし　|　老师只是简单训斥了一顿就放过我了
EP08：でも家に帰ったらおやじが俺を見て舌打ちして　|　但回到家后 老爹对着我咂嘴
EP08：お父さん　ごめんなさい　|　父亲 对不起
EP08：血の気が引いてね　|　脸都给我吓白了
EP08：それが最初で最後　|　所以第一次也是最后一次
EP08：それお父様に抗議申し上げたいですね　|　这件事我想向你父亲抗议
EP08：対話すべきところを舌打ち１つというのは感心しません　|　在应该对话的时候咂嘴这种事我可不敢恭维
EP08：そんなたった１回のことで子どもの自尊心を　|　只因干了一次就伤到了孩子的自尊心
EP08：反省してるにもかかわらず　|　也不管孩子已经在反省了
EP08：すみませんご家族のことを　|　抱歉说你家人坏话
EP08：いや　もっと聞きたいっすねおやじの悪口ぜひ　|　不 请务必再让我听点老爹的坏话
EP08：だって家族の悪口ってなかなか　|　因为家人的坏话可不常能听到
EP08：いましたね　|　在呢
EP08：タピオカ飲んでるな　学校サボって　|　逃学后喝着珍珠奶茶吗
EP08：あんにゃろ　|　这家伙
EP08：槙生さん冷静にな　|　槙生 冷静点
EP08：なんだこれ　|　这是什么
EP08：すっごい弾力　重いな　|　好Q弹 好有分量
EP08：そうなんだよ　|　是这样的
EP08：俺も差し入れで食べたことあるんだけどさ　|　我吃过别人顺手带的
EP08：これ昼食代わりにできますね　|　这个可以代替午餐呢
EP08：無理かも完食　|　我可能吃不完
EP08：なあ　若さって偉大だな　朝さん　|　你看 年轻真好啊 朝
EP08：すごく心配したよ　|　我们很担心你呢
EP08：うそだ　|　骗人
EP08：槙生ちゃんに好かれたいだけでしょ　|　你只是想讨小槙欢心罢了
EP08：俺は君も大事な友人だと思ってるし心配もするよ　|　我有把你当成重要的朋友 也真的担心你
EP08：そう言われるのは悲しいな　|　被你这么说还真伤心呢
EP08：お待たせしました　行きましょう　|　久等了 出发吧
EP08：２人で後ろに乗って　|　你们俩坐后面吧
EP08：ありがと　|　谢谢
EP08：なんで　|　为什么
EP08：なんなのみんな　|　你们想怎么样
EP08：学校　休みたいなら休みたいって言えばいい　|　不想上学的话直说就好
EP08：大勢にうそをついたことは感心しない　|　对这么多人撒谎可不是好事
EP08：うそついてるのはそっちのほうじゃん　|　撒谎的不是你们吗
EP08：私が　|　我吗
EP08：日記隠してた　お母さんのやつ　|　妈妈的日记 你藏起来了
EP08：槙生ちゃんの部屋の奥に隠してたじゃん　|　不是藏在小槙房间的深处了吗
EP08：見つけたもん私　|　我找到了
EP08：朝さん　勝手に槙生の部屋に入ったのか　|　朝 你擅自进入槙生的房间了吗
EP08：それは君家族でも…　|　就算是家人这也…
EP08：笠町君　|　笠町
EP08：悪いおやじみたいで最悪だ　|　抱歉 和我老爹一样太差劲了
EP08：朝あれは隠していたわけじゃない　|　朝 那不是藏起来了
EP08：あなたにはあれを読む権利がある　|　你有读日记的权利
EP08：てか部屋汚すぎて引くんだけど　|　话说你房间太乱都给我震惊到了
EP08：人の住む部屋じゃないから　|　因为那不是人住的房间吗
EP08：それは今関係ないし　|　这事和现在无关
EP08：ここで私を傷つけようとしてもなんの解決にもならない　|　你在这伤害我也解决不了任何问题
EP08：まずは対話をすること　|　首先要进行对话
EP08：忘れないで　|　别忘了这点
EP08：じゃあな　朝さん　|　再见 朝
EP08：話し合えよ　|　你们好好聊啊
EP08：では私もこれで　|　我也先告辞了
EP08：本当にありがとうございました　|　太谢谢你了
EP08：笠町君もまた連絡するね　|　也要谢谢笠町你 回头联系
EP08：いいよね槙生ちゃんは　|　小槙可真幸福啊
EP08：大事にしてくれる人がいっぱいいて　|　有这么多人重视你
EP08：みんなあなたを心配して手伝ってくれたの　|　大家都是担心你才来帮忙的
EP08：でも私がいちばんじゃないじゃん　|　但我不是他们的第一位
EP08：誰かをいちばんに思うというのはすごく大変なことだ　|　要把一个人放在自己的第一位是件很大的事
EP08：私には想像もつかない　|　我连想都不敢想
EP08：でもあなたのお母さんの日記を見たとき　|　但看到你妈妈的日记时
EP08：これはそういう物だと思ったよ　|　我觉得她就把你放在了第一位
EP08：読んだの？　|　你看了？
EP08：読んでない　|　没看
EP08：ムカつくから　|　因为很火大
EP08：処分すべきかどうか確かめただけ　|　只是为了确认要不要给它扔了
EP08：だからあれは隠していたわけじゃなく　|　所以我并不是把它藏起来
EP08：いつ渡すか決めかねていたの　|　而是没能决定什么时候交给你
EP08：どうぞ　|　给你
EP08：こんなん読んだって　|　就算看了这东西
EP08：お母さんが本当は何を考えてたかなんてわかんないじゃん　|　也根本没法知道妈妈真正的想法啊
EP08：そうだね　|　是这样
EP08：それが引っ掛かってるの　|　你是在纠结这个
EP08：とりあえずお茶入れようか　|　我先给你倒杯茶吧
EP08：私が「お母さんはこう思っていたはずだ」と言えば　|　如果我说「你妈妈应该是这么想的」
EP08：気が晴れるのかもしれないけど　|　或许能让你开心起来
EP08：それはできない　|　但我不能这么做
EP08：わからない以上決めつけてはいけないから　|　不知道就没法断言
EP08：亡くなった人には弁明する機会もないし　|　逝去的人连为自己解释的机会也没有
EP08：屁理屈　|　强词夺理
EP08：屁理屈では　|　怎么就强词夺理了
EP08：まあ　私の言うことがすべて正解ではないからね　|　毕竟我的话不是永远都是对的
EP08：だから今から言うことは　|　所以接下来我要说的话
EP08：完全に臆測になってしまうんだけど　|　完全是我自己的想象
EP08：あなたのありようを見ていると　|　看着你现在的样子
EP08：あなたは愛されて育ったのだろうなと私は思う　|　让我觉得你是一个在爱里长大的孩子
EP08：朝　|　朝
EP08：もしそうなら　|　如果确实如此
EP08：私の姉も幸福だったんじゃないかと　|　那想必我姐姐一定也是幸福的吧
EP08：そうだったらいい　|　我希望如此
EP08：お誕生日おめでとう　朝　|　生日快乐 朝
EP08：私はそう思うよ　|　这是我的想法
EP08：嫌いなのに　|　你不是讨厌她吗
EP08：それとこれとは別　|　这是两回事
EP08：槙生ちゃん大事な人が死んだことある　|　小槙 你经历过重要的人的死亡吗
EP08：ない　|　没有
EP08：だけどとても悲しいことはあった　|　但经历过非常悲伤的事
EP08：それを誰かと共有するつもりはない　|　我并不打算与他人分享这件事
EP08：なんで　|　为什么
EP08：さみしいじゃんそんなの　|　这样太寂寞了吧
EP08：さみしくはない　|　没什么寂寞的
EP08：私はね　|　对我来说
EP08：私にとって自分の感情はとても大事なもので　|　自己的情感是非常重要的东西
EP08：それを踏み荒らす権利は誰にもない　|　任何人都没有随意践踏的权利
EP08：それに誰も絶対に　|　而且绝对不会有人
EP08：私と全く同じように悲しくなることはないから　|　能够拥有和我完全相同的悲伤
EP08：だから誰ともわかち合わない　|　所以我不会跟任何人分享
EP08：全っ然わかんない　|　简直莫名其妙
EP08：わかんないよ　|　我不懂
EP08：ともかく　少なくとも　|　总而言之 至少
EP08：誰かに何かを書き残すことは大変なことだから　|　为一个人留下亲笔书信本身就很不容易
EP08：とても大きな気持ちがなければできることじゃない　|　如果不是怀有强烈的情感是做不到的
EP08：何それ槙生ちゃんの小説も　|　什么意思 你的小说也是这样吗
EP08：かもね　|　可能吧
EP08：お茶飲みなさい　|　喝口茶吧
EP08：買い出し行ってくる　|　我出去买东西
EP08：孤独は彼女には寄り添うのに　|　孤独一直陪伴着她
EP08：私にはちっとも優しくなかった　|　但对我却从不温柔
EP08：私は絶対に正しい真実を欲しがった　|　我想要绝对明确的真相
EP08：なのに彼女は決してそれを示そうとしなかった　|　她却无论如何都不肯展露给我
EP08：「悲しみは果てのない長いながい浜辺を歩くようなものだった」　|　「悲伤就像是走在无穷无尽的漫长的海边」
EP08：「ずっと先で砂と水と空とが融けあっていて」　|　「视线的尽头沙子与海水与天空融为一体」
EP08：「どこで尽きるかもわからないような」　|　「仿佛无限延伸的」
EP08：「美しい浜辺だ」　|　「美丽的海边」
EP08：「一歩ごとに足が沈み　砂つぶが指の間に入りこみ」　|　「每一步都会陷入沙中 沙子钻进指缝间」
EP08：「寄せる波に足首が濡れる」　|　「翻滚的海浪打湿脚腕」
EP08：「冷たい怒りが足元を濡らすたび」　|　「每当冰冷的怒火从脚底传来」
EP08：「はっとして彼がいないことを思い知る」　|　「猛然觉察他已不在」
EP08：「俺の竜は死んでしまったもういない」　|　「我的龙已经死了 再也没有了」
EP08：「これからどうすればいい」　|　「今后我该怎么办」
EP08：「忘れよう　いや許せない」　|　「忘了吧 怎么能忘了」
EP08：「殺してやる　誰を」　|　「报仇吧 向谁报仇」
EP08：「話したい　誰に」　|　「想和人说说 和谁」
EP08：「眠っていたい」　|　「好想睡过去」
EP08：「寄せては返す波ごとにルカの心は小舟のように揺れた」　|　「露卡的心像艘小船般在来去的海浪间飘荡」
EP08：「この浜辺はいつまで続くのだろう」　|　「这海边的尽头到底在哪里」
EP08：彼女はなぜ　|　她为什么
EP08：なぜ誰も亡くしたことがないのに　|　为什么明明没有失去任何人
EP08：こんな物を書くのだろう　|　却能写出这样的文字
EP08：こんな物を書くのに　|　她明明能写出这样的文字
EP08：なぜ私を真に理解しないのだろう　|　为什么不能真正理解我呢
EP08：なぜそれを知っているのに　|　她明明能够理解
EP08：たとえその場しのぎでも　|　就算只是敷衍
EP08：欲しいうそを決して私にくれないのだろう　|　却无论如何也不给我想要的谎言
EP08：なぜ　|　为什么
EP08：朝　どうした　|　朝 怎么了
EP08：お父さんとお母さん　|　爸爸妈妈
EP08：死んじゃった　|　都死了
EP08：死んじゃった　|　死了
EP08：そうだね　|　是啊
EP08：#最爱
EP08：#正处关键时刻我要闭关 抱歉还请你一个人吃饭 冰箱里有凉拌菜 槙
EP08：#肉包 请您慢慢享用
EP08：#彷徨
EP08：#收到您的原稿了。辛苦您了！我将尽快投入工作中。明天再联系您。市村
EP08：#槙生阿姨您好 她昨天和今天都没来上课 我听她说是感冒了 但是学校没有收到通知 老师就来找我询问情况了 她希望您能接一下电话
EP08：#通话已结束
EP08：#高代槙生 沉睡谷底的驭龙者 高代槙生 恐怖山上的驭龙者 高代槙生 干涸湖畔的驭龙者
EP08：#这条海岸究竟延伸到何处？“露卡？”听到米尔玛的声音，露卡回过神，站起身来。“我听说你的龙的事了。”“嗯。谢谢你。”米尔玛皱起眉头，郑重地拍了拍露卡的肩膀。像是为了忍住泪水而咬着牙。 “那孩子叫什么来着？” 露卡不知该说什么。 艾尔玛。 艾尔玛！ 我的龙，美丽的艾尔玛。好像叫出这名字的同时就会有 什么喷薄而出，让我再无法控制自己，当场失声痛哭。 酒吧的喧嚣忽然变得那么遥远，只有海浪声在耳中 回响。脑海中能够感知到。海浪一次又一次地打湿她的 脚底。
EP08 OUT

EP09 IN
EP09：ほら食べちゃった　|　我先吃咯
EP09：ちょっと　|　喂
EP09：泡開けます　|　开香槟吗
EP09：開けます　|　开吧
EP09：ねえ　グラスこれでいいの　|　喂 就用这个杯子吗
EP09：この会も恒例になりましたな　|　这个聚会也变成惯例了啊
EP09：いや　ありがてえ　|　哎呀 真是太好了
EP09：親戚の集まりがしんどくてさ　|　和亲戚应酬可太累了
EP09：同じく　|　我也觉得
EP09：コトコ１杯目早くない　|　琴子你就喝完一杯了吗
EP09：あったまってきたところだぜ　|　这才刚暖暖身子呢
EP09：うまそう　|　看起来好好吃
EP09：ファンです　|　我是你的粉丝
EP09：なんの　|　谁的
EP09：かきの　|　生蚝的
EP09：槙生はもうずっと正月逃げてるんでしょ　|　槙生过年一直都不回老家吧
EP09：正月に限らないけど　|　其实不止是过年
EP09：姉が子ども連れてしょっちゅう集まるとこになっちゃったし　|　过年的时候还会有我姐带着孩子在
EP09：ていうか　槙生あれは　|　话说 你那个呢
EP09：笠町氏　|　叫笠町的
EP09：別れた　|　分手了
EP09：うっそ　|　真假
EP09：なんで　|　为什么
EP09：あ　|　啥
EP09：なるほどね　|　是这样啊
EP09：うんうん　|　嗯嗯
EP09：いや　全然わかんないし　|　不是 根本听不懂
EP09：なんか完璧すぎて疲れた　|　就是他太完美所以我累了
EP09：なに　細かく口出ししてくる　|　什么意思 对细节吹毛求疵
EP09：全然　|　没有
EP09：でも自分がばかに思えてほとほと疲れた　|　只是待在他身边被自己蠢累了
EP09：具体的に　|　说具体点
EP09：まだ酔ってないので　|　我还没醉呢
EP09：もう　|　真是的
EP09：正月だよ　なんか浮いた話ない　|　大过年的 就没点什么八卦听吗
EP09：ない　|　没有
EP09：私も　|　我也没有
EP09：もう恋愛しません　|　我不谈恋爱了
EP09：しないってしないの　|　不谈是说再也不谈
EP09：しない　|　再也不谈
EP09：それは決定事項　|　你决定了吗
EP09：最近決めた　|　最近决定的
EP09：ていうかわかった　|　不如说是最近明白的
EP09：わかっちゃったの　|　你明白了吗
EP09：わかっちゃった　|　明白了
EP09：そしたらね　今までのこともあれって　|　然后啊 之前的事也一下子通畅了
EP09：なるほどした？　|　大彻大悟了？
EP09：した　|　悟了
EP09：はい　|　是的
EP09：今日から行く気になったようなので　|　今天她应该愿意去学校了
EP09：ご心配おかけしました　|　让您费心了
EP09：はい　ゆっくり見守ってやるつもりでいます　|　是的 我准备先继续这样照顾她
EP09：本人がどうにかするしかないことなので　|　毕竟这是件只能靠自己的事
EP09：はい　よろしくお願いします　|　是的 麻烦您了
EP09：失礼します　|　再见
EP09：しんっど　|　累死了
EP09：世界中がうるさい　|　整个世界都好吵
EP09：こんちは　|　大家好
EP09：朝ちゃん　|　小朝
EP09：やっと来た　|　总算来了
EP09：ごめん久しぶり　|　抱歉 好久不见
EP09：田汲さん　風邪こじらせたんだって　|　田汲同学 听说你感冒很严重
EP09：はい　おかげで10連休　|　是的 放了十天假
EP09：いいな　10連休　|　我也想放十天假啊
EP09：チラシ管理　|　我们负责发传单
EP09：そう　|　对
EP09：出番のない１年の仕事　|　这就是不上台的一年级工作
EP09：学祭んときからなんも変わってねえよな　俺ら　|　和学园祭那时候一模一样啊 我们
EP09：あれ　|　那是
EP09：三森ちゃん　|　三森
EP09：朝が休んでる間に決まったんだよ　|　你生病那会定的
EP09：２年のバンドに入って公演デビュー　|　加入二年级的乐队 在公演出道
EP09：だって普通にうまいもん　|　因为她弹得很好嘛
EP09：いるだけで目立つし　|　而且还引人注目
EP09：だから俺らもすっげえうまくなるか　|　所以我们要么变得跟她一样强
EP09：オリジナル作って認められるしか　|　要么就做出能得到认可的原创
EP09：公演に出る道はない　|　不然只能与公演无缘了
EP09：オリジナル　|　原创
EP09：ほら　オリジナルは優先されるルールでしょ　|　不是有个原创优先的规则吗
EP09：じゃあ合わせてみる　|　合一段看看吗
EP09：お願いします　|　拜托了
EP09：かっこいいっすね　|　好帅啊
EP09：ずるい　|　耍赖
EP09：なあ　俺たちもさ　|　唉 我们要是也
EP09：何か話したいことはありますか　|　你有什么想聊聊的吗
EP09：わかんないです　|　不知道聊什么
EP09：なんでもいいんですよ　|　聊什么都可以哦
EP09：普通何を話すんですか　|　一般会聊些什么
EP09：なんでも　|　什么都有
EP09：正解のないことですから　|　这是没有正确答案的
EP09：ずるい　|　耍赖
EP09：ムカつく　|　好生气
EP09：それって私が考えなきゃいけないんですか　|　一定要我来决定聊什么吗
EP09：なんなのカウンセリングって　|　什么玩意啊 心理辅导
EP09：なんでも話せって　|　说是让我随便聊
EP09：なんにも思いつかないし　|　我哪知道聊什么啊
EP09：なんにも考えてないからじゃん　|　因为你脑子空空吧
EP09：うっせえ　|　烦死了
EP09：カウンセリングか　|　心理辅导啊
EP09：塾の男子は雑談しに行ってるって言ってたよ　|　补习班有个男生说他就是去聊天的
EP09：不登校気味らしいんだけど　|　不过他好像经常翘课
EP09：待って　その男子とは　|　等下 你和那个男生
EP09：はい出た　ウッザ　|　好又来了 你好烦
EP09：はい　もうやめ　|　不聊了
EP09：なんでなんで　|　为什么为什么
EP09：彼氏は　できた彼氏　|　是男朋友吗 你有男朋友了吗
EP09：ウッザ　朝とはもう恋バナしないから　|　烦死了 我可不和你聊恋爱话题
EP09：なんでなんでなんで　|　为什么为什么为什么
EP09：ウザいから　|　你真的很烦
EP09：「なんでもいいから肉買ってきて」　|　「随便买点肉来」
EP09：なんでもって　|　随便是什么
EP09：槙生さん　|　槙生阿姨
EP09：なんか最近超無気力で　|　感觉她最近超级萎靡的
EP09：基本死んでんの　|　一副死掉的样子
EP09：「仕事が」とか言って　|　说是工作怎么怎么
EP09：小説家ってそんなに大変　|　小说家这么累吗
EP09：さあ　|　不知道
EP09：でも好きなことしてんだからよくない　|　但做的是自己喜欢的事不是很好吗
EP09：たまに昼間からビール飲んでるし　|　有时候大白天就在喝啤酒
EP09：マジで　|　真的吗
EP09：私も好きな仕事がしたいな　|　我也想从事喜欢的工作啊
EP09：何やるの　|　你想干什么
EP09：わかんない　|　不知道
EP09：だってわかんなくない　|　谁能知道呢
EP09：ね　誰か決めてくれればいいのに　|　就是 有人能帮忙做决定就好了
EP09：それ好きな仕事じゃなくない　|　那就不是自己喜欢的工作了吧
EP09：でも自分になんの才能があるのかわかんないし　|　但又不知道自己有什么才能
EP09：まあね　|　也是
EP09：朝だって槙生さんみたいな文才あるかもよ　|　或许朝也有槙生那样的文采
EP09：才能発揮しちゃう　|　要发挥一下你的才能吗
EP09：しちゃうかも　|　发挥一下吧
EP09：お出口は右側です　|　出口在右侧
EP09：お客様にお願いいたします　|　请乘客注意
EP09：車内では携帯電話を　|　车内请不要使用手机
EP09：あの　|　那个
EP09：１年生チームで作詞しようってなって　|　一年级组需要作词
EP09：作詞　|　作词
EP09：部活で　|　社团的
EP09：曲は　|　曲子呢
EP09：まだない　|　还没有
EP09：とりあえず詞だけ　|　姑且只有歌词
EP09：いいの　見て　|　我可以看吗
EP09：なんか感想聞かせて　|　让我听一下你的感想
EP09：どれどれ　|　让我看看
EP09：オリジナルの曲を作ると　|　如果编写原创曲目
EP09：優先的にライブに出られるルールなんだよね　|　按规定可以优先上台表演
EP09：まあ　今日書き始めたとこだからまだ全然なんだけど　|　不过今天才开始写 还差得很远
EP09：どう　|　如何
EP09：なるほどな　|　原来如此
EP09：なにそのリアクション　|　这算什么反应
EP09：いや　若々しくていいと思う　|　没有 就是很青涩的感觉不错
EP09：詞を書くの初めて　|　第一次写歌词吗
EP09：動揺してんじゃん　|　要这么慌张吗
EP09：何これ　黒歴史　|　这算什么 黑历史
EP09：今まさに黒歴史が作られてんの　|　我现在难道在创造黑历史
EP09：いや　そういうものは気にせず　|　不 先别管这些
EP09：今のうちにたくさん作ったほうがいい　|　趁现在多创作一些吧
EP09：これは真面目な話　|　这话我是认真的
EP09：否定はしないんじゃん　|　你也不否认我的话啊
EP09：もういい　|　好了够了
EP09：コツ　なんかコツ教えて　|　窍门 教我一些窍门
EP09：じゃあ　|　那么
EP09：まず主題が不明瞭なので１つに絞るといい　|　首先是主题不明确 要聚焦一个主题
EP09：前半ミクロなことに焦点が当たってる分　|　因为前半聚焦在微小的事物上
EP09：盛り上がりで大げさなくらい誇張したらいいかもしれない　|　高潮的部分用夸张的表现或许更好
EP09：あと全体的に曖昧な表現になってるから　もう少し　|　还有整体来看表达过于模糊 应该更加
EP09：そういうんじゃなくて　|　不是这种
EP09：えっと　|　那个
EP09：言いたいことをしっかり書けばいいんじゃない　|　把你想说的好好写下来不就行吗
EP09：言いたいことなんてない　|　我没什么想说的
EP09：そうか　|　这样啊
EP09：他は　他のアドバイス　|　其他呢 其他建议
EP09：そうだな　|　这个啊
EP09：死ぬ気で殺す気で書く　|　豁出性命以杀意去写
EP09：死ぬ気で打ち鍛え研いで　|　豁出性命去捶打锻造研磨
EP09：命を懸けて殺す　|　赌上性命去杀
EP09：書くとはそういう作業だから　|　写作就是这样的工序
EP09：なんで　|　为什么
EP09：なんでそうやってわかんない言葉でしゃべるの　|　为什么要说这种莫名其妙的话
EP09：違う国の人みたい　|　像是其他国家的人一样
EP09：そうか　|　这样吗
EP09：ていうかもう返してそれ　|　话说快还给我
EP09：いや　これちょうだい　|　不 这个可以给我吗
EP09：なんで　|　为什么
EP09：元気出るから　|　因为看完后很有精神
EP09：語彙が足りないんじゃない　|　难道不是因为词汇不充分吗
EP09：語彙語彙　それだわ　たぶんそれ　|　词汇词汇 就是这个 大概就是
EP09：私にはこのときの彼女の言葉をとどめておくことができなかった　|　我那个时候 没能理解她的话语
EP09：誰もがまるで違う国の言葉で話している　|　大家都仿佛在用不同国家的语言说话
EP09：私がそう気付いたのはもっとずっとあとだった　|　我注意到这件事是在很久之后
EP09：朝　|　朝
EP09：全っ然わかんない　|　完全无法理解
EP09：叔母さんが小説家で親が死んで超つらくて　|　姨妈是小说家 父母双亡的我超级难过
EP09：音楽的に深みが出てもいいはずなのに　|　本应该能写出很有深度的音乐
EP09：私はなんで全然パッとしないの　|　为什么我一点都不出众
EP09：ということが　|　这件事
EP09：私のいちばんの悩みだった　|　是我最大的烦恼
EP09：いいな　|　真好
EP09：私もわかりたい　|　我也想知道
EP09：わかりたいよね　|　想知道啊
EP09：お先です　|　先走一步
EP09：腹立つわ　|　真火大
EP09：まあ　|　总之
EP09：なんか適当に日持ちしそうな物買ってきたから　|　随便买了点能放很久的东西
EP09：甘くない　|　太宠了吧
EP09：出迎えもしないで　|　她都不出门接你
EP09：ラインしたら「あと10行」だって　|　LINE回我说「还有10行」
EP09：もっと厳しくしたほうが本人のためだと思う　|　我觉得更加严格点才是对她好
EP09：いや　少なくとも俺は経験上言えるけど　|　不 至少从我的经验来讲
EP09：厳しくされていいことはないと思うぞ　|　被严格对待不是什么好事
EP09：それに好きな人に甘くするのは当然だろ　|　而且宠爱喜欢的人不是理所当然吗
EP09：槙生さん　|　槙生
EP09：ついにあと10行が終わった　|　终于还有10行结束了吗
EP09：お疲れお疲れ　|　辛苦辛苦
EP09：なんかいろいろ買ってきたぞ　|　我买了很多东西哦
EP09：なに　|　什么
EP09：ただ焼けばいいかと思って　|　烧一下就可以了
EP09：なあ　誰かと会ってみるのは　|　那个 试着见见别人怎么样
EP09：会うって　|　见什么
EP09：いや　聞き流してくれていいんだけど　|　那个 你随便听听就好
EP09：同業者の人に会って話でもしてみたら　|　和同行见面说说话怎么样
EP09：突破口になったりしないかなって　スランプ　|　或许可以启发你走出低谷期
EP09：ちょっと　|　嘿
EP09：樹乃さん　|　树乃
EP09：なに　スランプなの　|　怎么了 低谷期吗
EP09：はーい　|　嗯
EP09：かわいそうに　|　真可怜
EP09：でしょ　|　是吧
EP09：お邪魔します　|　打扰了
EP09：どうも　|　你好
EP09：よくしてもらってんだって　|　她有好好照顾你吗
EP09：まあ　あなたはそれに感謝する必要はないけどね　|　不过 你不用感谢她
EP09：決めたのは高代さんだし　|　因为是高代自己决定的
EP09：何より何より　|　再好不过再好不过
EP09：樹乃さんコーヒー　|　树乃喝咖啡吗
EP09：どら焼き食べよ　どら焼き　|　来吃铜锣烧吧 铜锣烧
EP09：そっか　|　这样啊
EP09：私も２年くらい前まで超スランプだった　|　我大概直到两年前还处于超级低谷
EP09：コンスタントに本出してたよね　|　你不是稳定地在出书吗
EP09：３年間くらいかな　|　大概有3年左右吧
EP09：書けるのは書けるんだけどね　|　写倒是能写
EP09：味がしなくて　|　但没有味道
EP09：味　|　味道
EP09：私たちってこれは絶対おいしいぞって　|　我们不是为了写出有趣的作品
EP09：必死こいて作るじゃない　|　拼命地在创作吗
EP09：で人にもおいしいよって言ってもらえたりしてさ　|　同时也希望听到别人说觉得有趣
EP09：まあ　人を選ぶ味になっちゃうこともありますけど　|　这也会导致只有特定口味的人才喜欢
EP09：でもそうやって作ったものの　味がしないの　|　但这样写出来的东西却没有味道
EP09：何を書いても楽しくない　|　不管写什么都不快乐
EP09：すごくさみしくて　心細かった　|　非常寂寞 不安
EP09：さみしい　|　寂寞
EP09：すごく　|　非常
EP09：ほんとに昼からビール飲んでる　|　还真是大白天就开始喝啤酒
EP09：いいじゃん　仕事が終わったんですよ　|　不行吗 反正我工作完成了
EP09：ウケる　|　好好笑
EP09：お邪魔しまーす　|　来打扰你们啦
EP09：ブランドの店員とか　|　奢侈品店员之类的
EP09：建築も気になる　|　建筑感觉也有意思
EP09：朝は　|　你呢
EP09：ライブハウス　|　现场音乐演出
EP09：いいじゃん　|　挺好的啊
EP09：ねえ　槙生さん　|　槙生阿姨
EP09：小説家ってやりがいある　|　小说家会有成就感吗
EP09：全然　|　没有
EP09：うちの母はすごく頭のいい人でさ　|　我妈妈是个脑子特别好使的人
EP09：私という子どもがいなければ　|　如果没有我这个孩子
EP09：あるいは彼女がもっと遅く生まれていれば　|　又或者她出生的年代再晚一些
EP09：きっとひとかどの人になっただろうなって思うんだ　|　我觉得她肯定能成为非常杰出的人
EP09：だからなんとなく　|　所以怎么说呢
EP09：私が母の人生を潰したみたいな気持ちがあるのよ　|　我总会有种是自己毁了妈妈人生的感觉
EP09：なに原罪　|　什么原罪论
EP09：いや　それ社会のせいじゃん　|　这根本是社会的错啊
EP09：そのとおり　|　你说得对
EP09：俺が就職決まったときにさ　|　之前我工作定下来时
EP09：銀行？　|　银行的？
EP09：おやじはもちろん　|　我爸的反应
EP09：お前にはがっかりだっていう感じだったんだけど　|　果然是对我失望透顶
EP09：「父さん銀行に決めました」　「そうか」　|　「爸 银行的那个工作定下来了」「是吗」
EP09：あなたのお父さんってつくづく　|　你爸爸还真是
EP09：だろ　|　对吧
EP09：でもそれを聞いた母が耳まで赤くして　|　我妈妈听了后急得耳朵都红了
EP09：「お母さんは立派だと思う」とかなんとか　|　说「妈妈觉得这个工作很好」这样的话
EP09：結婚前は銀行勤めだったんだよ彼女　|　她结婚前也是在银行上班
EP09：あの人が怒りをあらわにしたのは　|　她把生气表现得这么明显
EP09：あのときだけかもなって　今ふと思い出した　|　现在想想 那次好像是唯一一次
EP09：そっか　|　是吗
EP09：やだもう　|　好讨厌
EP09：お母さん最低　|　妈妈真讨厌
EP09：「えみりなんてこないだまでうんち漏らしてたのに」だって　|　「前段时间绘美里还拉身上了呢」
EP09：槙生さんのばか　|　槙生阿姨大笨蛋
EP09：笑ってるけどあなたもそのころはだだ漏れだったと思うよ　|　你还笑她 你那时候估计也是拉一身
EP09：ばか　|　笨蛋
EP09：朝のうんこ漏らし　|　你个拉身上的
EP09：そうだ　あれおいしかった　|　对了 那个很好吃来着
EP09：お母さんのあれ　|　你妈妈做的那个
EP09：弁当レシピ　|　便当菜单吗
EP09：じゃがいもと梅干し　豚肉で巻いて甘辛く焼いたやつ　|　把土豆和梅干一起 用猪肉卷起来烤得又甜又辣
EP09：久々に食いてえ　|　久违地想吃了
EP09：掘った穴を埋めるような　むなしい商売よね我々　|　我们的工作就像是填埋那些挖出来的洞 太空虚了
EP09：ていうか朝　文理決めた　|　对了朝 你决定文理了吗
EP09：まだ　|　还没
EP09：ぶんり　|　文理
EP09：槙生さんプリント読んでる　|　槙生阿姨看资料了吗
EP09：まだ読んではいない　|　还没看
EP09：まだ　|　还没
EP09：国立狙いか　|　想去国立吗
EP09：数学ができれば理系なんだけど　|　数学好的话就选理科了
EP09：文系理系の話　|　原来是说文科理科
EP09：槙生ちゃんはどっちだった　|　小槙你学的哪个
EP09：文系に決まっておろうが　|　肯定是文科咯
EP09：おろうが　|　咯
EP09：おろう　|　咯
